id,nom,prénom,date de naissance,adresse rue,adresse code postal,adresse localité,genre
737,Ferreira,Hugo,1993-01-29,36A Rue Espariat,13100.0,Aix-en-Provence,M
738,Ferreira,Aïcha,1966-04-02,418 Avenue de Montolivet,13012.0,Marseille,F
739,Öztürk,Karim,1963-02-15,2 Rue Louis Antoine de Bougainville,13700.0,Marignane,M
740,Dias,Bilal,1991-05-31,3 Rue de Bédarrides,13100.0,Aix-en-Provence,M
741,Bernard,Lina,1987-06-13,26 Avenue de Lacanau,13700.0,Marignane,F
742,Casabianca,Saïd,1992-02-01,77 Cours Gambetta,13001.0,Marseille,M
743,Bernard,Soumaya,1984-03-26,158 Boulevard de Sainte-Marguerite,13009.0,Marseille,F
744,Pérez,Léa,1975-11-11,1832 Carraire du Moulin,13320.0,Bouc-Bel-Air,F
745,Dias,Samuel,1958-10-09,15 Rue des Bouteilles,13100.0,Aix-en-Provence,M
746,Traoré,Enzo,1951-09-17,134 Rue d'Endoume,13007.0,Marseille,M
747,Youssouf,Anahid,1961-11-14,17 Rue des Bouteilles,13100.0,Aix-en-Provence,F
748,Bouzid,Karim,1997-09-08,1 Avenue Jules Cantini,13006.0,Marseille,M
749,Benkhelifa,Aïssatou,1952-08-01,39 Avenue Jean Giono,13100.0,Aix-en-Provence,F
750,Zerari,Fatima,1968-05-17,167 Boulevard Denfert Rochereau,13300.0,Salon-de-Provence,F
751,Attal,Hagop,1975-09-19,42 Boulevard de la Signore,13700.0,Marignane,M
752,Garcia,Kenza,1977-03-08,1 Boulevard Élysée Reclus,13004.0,Marseille,F
753,Ferreira,Rui,1945-01-21,24 Rue Alphonse de Lamartine,13500.0,Martigues,M
754,Pérez,Sergio,1956-02-20,1 Avenue Jules Cantini,13006.0,Marseille,M
755,Saïdi,Jade,1993-08-28,12 Rue des Frères Merlo,13006.0,Marseille,F
756,Ricci,Léa,1953-03-19,49 Boulevard Aristide Briand,13100.0,Aix-en-Provence,F
757,Saïdi,Mariam,1959-06-19,3 Traverse Chicot,13012.0,Marseille,F
758,Fabre,Samuel,1974-01-13,20 Cours Julien,13006.0,Marseille,M
759,Attal,Hugo,1988-08-25,67 Cours Gambetta,13001.0,Marseille,M
760,Ricci,Léa,1965-07-20,9 Rue de la Verdière,13090.0,Aix-en-Provence,F
761,Silva,Ava,1985-12-13,11 Allée des Hauts du Jas,13620.0,Carry-le-Rouet,F
762,Mchangama,Fatou,2000-11-07,424 Avenue de Mazargues,13008.0,Marseille,F
763,Rossi,Giulia,1946-09-11,3 Rue Monclar,13100.0,Aix-en-Provence,F
764,Dias,Fatima,1967-07-16,24 Cours Gambetta,13001.0,Marseille,F
765,Fabre,Léa,1948-11-27,63 Avenue de la Plaine Brunette,13600.0,La Ciotat,F
766,Morel,Élise,1954-12-09,13 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,F
767,Belkacem,Rania,1986-08-21,55 Cours Gambetta,13001.0,Marseille,F
768,Dias,Manon,1978-02-23,58 Avenue de Lattre de Tassigny,13009.0,Marseille,F
769,Saïdi,Carmen,1989-06-12,199 Rue d'Endoume,13007.0,Marseille,F
770,Alvarez,Ana,1975-01-30,60 Boulevard Dorgelès - Sortie Les Aygalades,13014.0,Marseille,F
771,Girard,Mamadou,1992-07-16,49A Rue des Trois Frères Barthélémy,13006.0,Marseille,M
772,Rossi,Mehdi,1996-06-07,8 Rue des Ormeaux,13800.0,Istres,M
773,Fernandez,Rayan,2001-05-17,9 Rue de la Verdière,13090.0,Aix-en-Provence,M
774,Saïdi,Mathis,1955-05-18,15 Rue Venture,13001.0,Marseille,M
775,Fabre,Élise,1998-01-02,102 Rue d'Endoume,13007.0,Marseille,F
776,Alvarez,Noah,1967-05-30,55 Cours Gambetta,13001.0,Marseille,M
777,Gonzalez,Élise,1987-05-25,45 Montaigne,13012.0,Marseille,F
778,Mchangama,Mathis,1954-06-21,26 Quai Général Charles Leclerc,13500.0,Martigues,M
779,Ferreira,Sarah,1998-06-19,16 Boulevard Victor Hugo,13800.0,Istres,F
780,Ndiaye,Armen,1963-06-27,5 Place Sadi-Carnot,13002.0,Marseille,M
781,Benali,Léa,1979-11-09,32 Cours Gambetta,13001.0,Marseille,F
782,Bensaïd,Samuel,1975-05-22,115 Boulevard Chave,13005.0,Marseille,M
783,Pérez,Tiago,1985-04-20,36A Rue Espariat,13100.0,Aix-en-Provence,M
784,Martin,Océane,1950-12-11,24 Rue Alphonse de Lamartine,13500.0,Martigues,F
785,Ferreira,Nour,1994-05-25,32 Cours Gambetta,13001.0,Marseille,F
786,Derderian,Nabil,1989-03-01,818 L Audience Zi Secteur 81,13270.0,Fos-sur-Mer,M
787,Diop,Ilyes,1969-05-29,151 Rue d'Endoume,13007.0,Marseille,M
788,Casabianca,Zoé,1955-02-12,417 Chemin de Lieutaud,13420.0,Gémenos,F
789,Diop,Inès,1959-02-02,33 Rue Saint-Ferréol,13001.0,Marseille,F
790,Konaté,Eli,1980-02-25,8 Avenue Elsa Triolet,13008.0,Marseille,M
791,Bonnet,Samuel,1945-05-11,25 Cours Gambetta,13001.0,Marseille,M
792,Fabre,Nabil,1986-11-23,113b Chemin des Bellons,13190.0,Allauch,M
793,Assayag,Ahmed,1977-01-02,15 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
794,Bedrossian,Fatima,1975-03-05,20 Traverse Montcault,13013.0,Marseille,F
795,Rossi,Raphaël,1998-10-01,131 Rue d'Endoume,13007.0,Marseille,M
796,Bernard,Jade,1961-10-22,3 Lotissement Barrière,13700.0,Marignane,F
797,Fernandez,Ethan,1958-09-18,62 Rue d'Endoume,13007.0,Marseille,M
798,Haddad,Mamadou,1946-11-06,30 Lotissement les Hauts de la Calèche,13190.0,Allauch,M
799,Rossi,Gabriel,1959-10-09,122 Avenue Clément Escoffier,13500.0,Martigues,M
800,Fabre,Rui,1963-05-27,12 Rue des Frères Merlo,13006.0,Marseille,M
801,Giraud,Junior,1953-10-17,516 Chemin de la Madrague Ville,13015.0,Marseille,M
802,Traoré,Marco,1977-06-28,17 Boulevard Clément et Jules Barthélémy,13190.0,Allauch,M
803,Fabre,Mathis,1954-02-04,2 Lotissement les Paradisiers,13700.0,Marignane,M
804,Fabre,Ethan,1982-08-28,84 Avenue du Vent des Dames,13800.0,Istres,M
805,Garcia,Karim,1951-09-16,32 Traverse Notre-Dame-du-Bon-Secours,13003.0,Marseille,M
806,Soilih,Clara,1947-06-12,39 Cours Gambetta,13001.0,Marseille,F
807,Gonzalez,Maria,1946-12-16,60 Boulevard Dorgelès - Sortie Les Aygalades,13014.0,Marseille,F
808,Colonna,Mamadou,1971-08-15,7 ter Rue de la Glacière,13100.0,Aix-en-Provence,M
809,Derderian,Lucas,1964-11-09,115 Avenue Louise Michel,13270.0,Fos-sur-Mer,M
810,Martin,Léa,2000-02-28,323 Avenue de Mazargues,13008.0,Marseille,F
811,Silva,Jade,1995-11-29,6 Rue Taddéi,13007.0,Marseille,F
812,Dubois,Ana,1951-07-10,12 Quai Marceau,13500.0,Martigues,F
813,Saïdi,Lina,1986-01-04,36 Impasse des Usines,13016.0,Marseille,F
814,Ricci,Mehdi,1995-05-09,11 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
815,Garcia,Jade,1993-06-04,47 Cours Gambetta,13001.0,Marseille,F
816,Ndiaye,Bilal,1968-04-13,2 Avenue de la madrague de Montredon,13008.0,Marseille,M
817,Haddad,Soumaya,1946-12-27,31 Rue Goudard,13005.0,Marseille,F
818,Garcia,Noam,2000-09-25,22 Cours Voltaire,13400.0,Aubagne,M
819,Elbaz,Lina,1956-11-13,38 Cours Gambetta,13001.0,Marseille,F
820,Mokrani,Lola,1986-06-19,19 Lotissement les Hauts de la Calèche,13190.0,Allauch,F
821,Dubois,Javier,1979-02-19,32 Traverse Notre-Dame-du-Bon-Secours,13003.0,Marseille,M
822,Ricci,Rayan,1952-07-30,1 Rue François Scaramelli,13004.0,Marseille,M
823,Pérez,Inès,1989-02-21,112 Chemin de Marthe,13170.0,Les Pennes-Mirabeau,F
824,Abdou,Raphaël,1999-11-22,28 Cours Gambetta,13001.0,Marseille,M
825,Abdou,Samuel,1958-09-09,2 Traverse de la Batterie de Malmousque,13007.0,Marseille,M
826,Fabre,Tom,1963-02-19,61 Cours Gambetta,13001.0,Marseille,M
827,Giraud,Mathis,1998-06-12,1 Traverse du Mont de Piété,13001.0,Marseille,M
828,Fernandez,Sarah,1974-10-17,635 Avenue de Mazargues,13009.0,Marseille,F
829,Diop,Lola,1950-10-31,326 Rue d'Endoume,13007.0,Marseille,F
830,Martin,Nabil,1997-12-02,26 Cours Gambetta,13001.0,Marseille,M
831,Bouzid,Théo,1964-10-18,26 Cours Julien,13006.0,Marseille,M
832,Colonna,Tiago,1979-01-12,Lots 90 Zi la feuillane,13270.0,Fos sur Mer,M
833,Diop,Junior,1987-12-12,16 Impasse du Trélus,13800.0,Istres,M
834,Casabianca,Aïssatou,1997-06-16,11 Rue Rouvière,13001.0,Marseille,F
835,Ndiaye,Enzo,1971-03-01,635 Avenue de Mazargues,13009.0,Marseille,M
836,Benkhelifa,Antoine,1993-09-03,79 Cours Julien,13006.0,Marseille,M
837,Morel,Miguel,1967-01-02,311 Rue Paradis,13008.0,Marseille,M
838,Assayag,Carmen,1962-04-08,36 Cours Gambetta,13001.0,Marseille,F
839,Alvarez,Sofia,1955-10-17,275 Rue d'Endoume,13007.0,Marseille,F
840,Silva,Cheikh,1999-11-26,20 Traverse Montcault,13013.0,Marseille,M
841,Traoré,Sergio,1991-11-25,67 Cours Gambetta,13001.0,Marseille,M
842,Arnaud,Sofia,1990-08-19,1 Rue Chabrier,13100.0,Aix-en-Provence,F
843,Santoni,Noah,1968-12-02,3 Traverse Chicot,13012.0,Marseille,M
844,Ferreira,Imane,1949-05-29,45 Boulevard Aristide Briand,13100.0,Aix-en-Provence,F
845,Fernandez,Saïd,1971-04-09,311 Rue Paradis,13008.0,Marseille,M
846,Bensaïd,Carmen,1960-11-07,7 Rue Chabrier,13100.0,Aix-en-Provence,F
847,Mokrani,Mathis,1978-07-10,2 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
848,Silva,Hasmik,1954-08-30,44 Chemin du Bord de Crau,13800.0,Istres,F
849,Abdou,Inès,1999-07-09,65 Cours Gambetta,13001.0,Marseille,F
850,Ziane,Maya,1968-01-02,2 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,F
851,Demir,Nadia,1950-01-12,20 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,F
852,Bouzid,Fatima,1983-02-15,28 Rue Fougasse,13600.0,La Ciotat,F
853,Demir,Nour,1960-07-13,47 Cours Gambetta,13001.0,Marseille,F
854,Garcia,Hugo,1982-08-22,25 Cours d'Estienne d'Orves,13001.0,Marseille,M
855,Fabre,Ibrahima,1958-07-16,12 Place du Marché des Capucins,13001.0,Marseille,M
856,Fernandez,Carmen,1978-08-11,89 Boulevard Charles Livon,13007.0,Marseille,F
857,Konaté,Noa,1983-01-27,29 Rue Théodore Rampal,13380.0,Plan-de-Cuques,F
858,Soilih,Antoine,1976-11-11,18 Cours Gambetta,13001.0,Marseille,M
859,Benali,Lucie,1973-04-04,32 Traverse Notre-Dame-du-Bon-Secours,13003.0,Marseille,F
860,Traoré,Vartan,1965-07-19,11 Rue de la République,13500.0,Martigues,M
861,Colonna,Lucas,1971-07-17,25 Cours d'Estienne d'Orves,13001.0,Marseille,M
862,Derderian,Giulia,1949-05-06,58 Avenue de Lattre de Tassigny,13009.0,Marseille,F
863,Bernard,Nour,1990-05-18,3 Chemin du Capitaine Guyonnet,13190.0,Allauch,F
864,Ndiaye,Mehdi,1975-05-31,71 Rue Émile Barnéoud,13170.0,Les Pennes-Mirabeau,M
865,Fernandez,Lucas,1980-02-11,12 Rue Richard Virenque,13700.0,Marignane,M
866,Bernard,David,1960-11-01,4 Avenue du Président Kennedy,13500.0,Martigues,M
867,Girard,Javier,1972-03-08,11 Cours Gambetta,13001.0,Marseille,M
868,Saïdi,Awa,1971-03-11,3 Traverse du Mont de Piété,13001.0,Marseille,F
869,Colonna,Fatou,2000-01-05,69 Cours Gambetta,13001.0,Marseille,F
870,Youssouf,Moussa,1970-01-20,6 Ancien Chemin de Château Gombert,13013.0,Marseille,M
871,Santoni,Mathis,1946-08-29,11 Cours Gambetta,13001.0,Marseille,M
872,Attal,Lucas,1976-07-23,12 Lotissement les Jourdans,13700.0,Marignane,M
873,Benkhelifa,Matteo,1963-10-09,8 Avenue Elsa Triolet,13008.0,Marseille,M
874,Silva,Sofia,1995-02-12,24 Avenue Louis Pasteur,13180.0,Gignac-la-Nerthe,F
875,Alvarez,Nour,1953-03-02,15 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,F
876,Ricci,Youssouf,1993-08-29,25 Cours Gambetta,13001.0,Marseille,M
877,Traoré,Cheikh,1984-04-01,111 Traverse Montcault,13013.0,Marseille,M
878,Kassabian,Mehdi,1949-03-22,6 Rue Taddéi,13007.0,Marseille,M
879,Papadopoulos,Léa,2000-12-21,9 Boulevard Lucien Degut,13500.0,Martigues,F
880,Elbaz,Samuel,1987-04-21,397 Corniche du Président John Fitzgerald Kennedy,13007.0,Marseille,M
881,Rossi,Youssef,1946-04-06,79 Rue François Scaramelli,13004.0,Marseille,M
882,Dubois,Louis,1980-06-04,16 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
883,Bernard,Noah,1971-07-25,1 Rue François Scaramelli,13004.0,Marseille,M
884,Dubois,Eli,1966-04-07,20 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
885,Traoré,Léa,1995-06-08,16 Rue de la Tarasque,13300.0,Salon-de-Provence,F
886,Soilih,Naïma,1970-09-14,62 Rue d'Endoume,13007.0,Marseille,F
887,Konaté,Mariam,1977-07-05,6 Cours Gambetta,13001.0,Marseille,F
888,Silva,Soumaya,1996-05-14,13 Avenue Alphonse de Lamartine,13170.0,Les Pennes-Mirabeau,F
889,Alvarez,Giulia,1971-12-05,343 Boulevard Denfert Rochereau,13300.0,Salon-de-Provence,F
890,Pérez,Fatima,1980-07-28,4 Allées des Serres,13180.0,Gignac-la-Nerthe,F
891,Abdou,Gabriel,1965-04-17,12 Impasse de l'Adré,13800.0,Istres,M
892,Rossi,Tom,1954-06-03,46 Avenue Henri Matisse,13120.0,Gardanne,M
893,Diop,Lola,1953-09-01,20 Cours Julien,13006.0,Marseille,F
894,Haddad,Lucie,1979-02-13,106 Cours Julien,13006.0,Marseille,F
895,Dubois,Aïssatou,1996-06-04,77 Avenue Jean Jaurès,13700.0,Marignane,F
896,Bonnet,Miguel,1979-10-05,42 Cours Julien,13006.0,Marseille,M
897,Haddad,Jade,1962-11-10,21 Rue Monclar,13100.0,Aix-en-Provence,F
898,Arnaud,Nadia,1968-01-26,23-28 Résidence Castors Isabella,13240.0,Septèmes-les-Vallons,F
899,Arnaud,Fahari,1950-06-26,39 Cours Gambetta,13001.0,Marseille,F
900,Benkhelifa,Ilyes,1984-01-15,15 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
901,Benkhelifa,Ahmed,1981-02-09,27 Rue de la République,13400.0,Aubagne,M
902,Haddad,Noah,1967-04-10,2 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
903,Haddad,Hasmik,1981-07-08,13 Cours Gambetta,13001.0,Marseille,F
904,Alvarez,Enzo,1965-08-02,102 Rue d'Endoume,13007.0,Marseille,M
905,Dubois,Lina,1965-10-10,1d Avenue des Cardalines,13800.0,Istres,F
906,Alvarez,Louis,1981-05-23,106 Cours Julien,13006.0,Marseille,M
907,Santoni,Sergio,1995-02-22,22 Cours Gambetta,13001.0,Marseille,M
908,Santos,Beatriz,1967-05-08,20 Traverse Montcault,13013.0,Marseille,F
909,Pérez,Miguel,1974-07-30,255 Avenue du Prado,13008.0,Marseille,M
910,Benkhelifa,Nour,1951-04-14,366 Rue d'Endoume,13007.0,Marseille,F
911,Dias,David,1977-10-20,22 Cours Gambetta,13001.0,Marseille,M
912,Benali,Moussa,1968-11-14,58 Avenue de Lattre de Tassigny,13009.0,Marseille,M
913,Bernard,Sofia,1976-04-02,2 Cours Gambetta,13001.0,Marseille,F
914,Dias,Imane,1980-02-26,323 Avenue de Mazargues,13008.0,Marseille,F
915,Ferreira,David,1974-06-24,2a Rue des Pétouses,13800.0,Istres,M
916,Attal,Nour,1948-03-02,11 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,F
917,Rossi,Rayan,1965-10-05,1 Rue Joseph d'Arbaud,13127.0,Vitrolles,M
918,Dubois,Jade,1984-09-10,18 Avenue Henri Matisse,13120.0,Gardanne,F
919,Garcia,Camille,1999-06-21,10 Prom. du Jeune Anarcharsis,13400.0,Aubagne,F
920,Mokrani,Maria,1987-08-07,6 Allée des Engano,13127.0,Vitrolles,F
921,Derderian,Camille,1947-11-15,47 Boulevard Aristide Briand,13100.0,Aix-en-Provence,F
922,Cohen,Théo,1976-09-28,2 Place Sadi-Carnot,13001.0,Marseille,M
923,Benkhelifa,Gabriel,1973-07-09,7 Cours Gambetta,13001.0,Marseille,M
924,Bouzid,Youssef,1960-07-22,37 Cours Gambetta,13001.0,Marseille,M
925,Saïdi,Lina,1967-08-23,12 Avenue Calmette et Guérin,13500.0,Martigues,F
926,Diallo,Mathis,1986-05-05,41 Cours Gambetta,13001.0,Marseille,M
927,Saïdi,Imane,1972-09-29,112 Avenue de Hambourg,13008.0,Marseille,F
928,Öztürk,Ibrahima,1979-06-08,1 Cours Gambetta,13001.0,Marseille,M
929,Arnaud,Louis,1976-01-08,1 Avenue François Mitterrand,13170.0,Les Pennes-Mirabeau,M
930,Fabre,Clara,1959-09-23,107 Chemin du Capitaine Guyonnet,13190.0,Allauch,F
931,Öztürk,Naïma,1989-08-07,58 Avenue de Lattre de Tassigny,13009.0,Marseille,F
932,Silva,Eli,1997-09-01,3 Rue Ambroise Paré,13008.0,Marseille,M
933,Ndiaye,Youssouf,1950-12-05,15 Rue des Bouteilles,13100.0,Aix-en-Provence,M
934,Ricci,Sarah,1986-11-20,365 Boulevard Denfert Rochereau,13300.0,Salon-de-Provence,F
935,Traoré,Moussa,1999-08-16,16a Rue de la Grande Armée,13001.0,Marseille,M
936,Alvarez,Élise,1975-01-12,11 Rue Méjanes,13100.0,Aix-en-Provence,F
937,Demir,Noam,1971-07-05,296 Rue d'Endoume,13007.0,Marseille,M
938,Abdou,Nadia,1972-03-05,17 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,F
939,Bonnet,Tom,1966-10-18,26 Avenue de Lacanau,13700.0,Marignane,M
940,Bedrossian,Ilyes,1952-05-20,131 Rue d'Endoume,13007.0,Marseille,M
941,Bouzid,Idriss,1990-05-27,58 Avenue Henri Matisse,13120.0,Gardanne,M
942,Saïdi,Nabil,1979-11-09,5 Passage Gamet,13600.0,La Ciotat,M
943,Leroux,Youssef,1952-04-19,7 Rue Bouèno Carrièro,13100.0,Aix-en-Provence,M
944,Ricci,Noah,1969-09-30,4 Rue des Bagniers,13090.0,Aix-en-Provence,M
945,Alvarez,Ibrahima,1982-08-28,1 Rue Chabrier,13100.0,Aix-en-Provence,M
946,Saïdi,Lola,1989-10-29,11 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,F
947,Martin,Rania,1953-07-27,36 Cours du 4 Septembre,13500.0,Martigues,F
948,Rossi,Antoine,1977-02-15,17 Boulevard Aristide Briand,13300.0,Salon-de-Provence,M
949,Fabre,Meline,1962-07-31,8 Avenue de Verdun,13400.0,Aubagne,F
950,Bernard,Enzo,1947-02-02,5 Cours de la République,13120.0,Gardanne,M
951,Martin,Naïma,1948-05-22,20 Traverse Montcault,13013.0,Marseille,F
952,Rossi,Aïssatou,1977-06-22,322 Avenue de Mazargues,13008.0,Marseille,F
953,Alvarez,Amina,1956-07-02,38 bis Lotissement les Hauts de la Calèche,13190.0,Allauch,F
954,Bernard,Salma,1984-10-09,49 Boulevard Aristide Briand,13100.0,Aix-en-Provence,F
955,Diallo,João,1981-07-04,34 Avenue Aristide Briand,13620.0,Carry-le-Rouet,M
956,Rossi,Camille,1970-01-25,45 Voie Ariane,13600.0,La Ciotat,F
957,Santos,Samuel,1960-10-07,61 Cours Gambetta,13001.0,Marseille,M
958,Ricci,Léa,1966-04-08,3 Rue de Bédarrides,13100.0,Aix-en-Provence,F
959,Ziane,Meline,1991-10-28,5 Place Sadi-Carnot,13002.0,Marseille,F
960,Cohen,Amina,1966-03-16,17 Rue Monclar,13100.0,Aix-en-Provence,F
961,Arnaud,Nour,2000-04-13,29 Cours Gambetta,13001.0,Marseille,F
962,Gonzalez,Nour,1983-03-29,151 Rue d'Endoume,13007.0,Marseille,F
963,Martin,Louis,1982-07-29,8 Rue du Colonel Jean-Baptiste Pétré,13001.0,Marseille,M
964,Belkacem,Mehdi,1989-08-30,55 Rue des Romains,13270.0,Fos-sur-Mer,M
965,Alvarez,Lucas,1962-07-30,57 Cours Gambetta,13001.0,Marseille,M
966,Benali,Armen,1994-03-16,2 Avenue de la madrague de Montredon,13008.0,Marseille,M
967,Djaé,Miguel,1982-04-01,59 Rue d'Endoume,13007.0,Marseille,M
968,Morel,Matteo,1966-02-11,31 Rue Goudard,13005.0,Marseille,M
969,Benali,Rayan,1956-02-11,3 Montée du Saint-Esprit,13002.0,Marseille,M
970,Martin,Lola,1993-06-13,10 Rue Laurent Fauchier,13100.0,Aix-en-Provence,F
971,Alvarez,Jade,1952-07-07,89 Boulevard Charles Livon,13007.0,Marseille,F
972,Rossi,Lina,1994-05-09,38 Cours Gambetta,13001.0,Marseille,F
973,Elbaz,Beatriz,1993-07-05,8 Avenue Elsa Triolet,13008.0,Marseille,F
974,Elbaz,Jade,1950-11-24,9 Cours Gambetta,13001.0,Marseille,F
975,Elbaz,Camille,1999-04-24,71 Rue d'Endoume,13007.0,Marseille,F
976,Martin,Maya,1987-11-22,6 Ancien Chemin de Château Gombert,13013.0,Marseille,F
977,Papadopoulos,Maria,1979-05-14,115 Boulevard Chave,13005.0,Marseille,F
978,Papadopoulos,Samuel,1945-07-20,16a Rue de la Grande Armée,13001.0,Marseille,M
979,Dubois,Rania,1978-04-18,26 Rue Saint-Michel,13006.0,Marseille,F
980,Benali,Ibrahima,1965-03-13,35 Rue Pavillon,13001.0,Marseille,M
981,Garcia,Ahmed,1997-07-03,323 Avenue de Mazargues,13008.0,Marseille,M
982,Rossi,Naïma,1997-09-02,35 Cours Gambetta,13001.0,Marseille,F
983,Dubois,Sofia,1961-03-04,52 Rue d'Aix,13001.0,Marseille,F
984,Diop,Sofia,1997-09-12,55 Cours Gambetta,13001.0,Marseille,F
985,Ferreira,Rayan,1956-11-17,14 Cours Gambetta,13001.0,Marseille,M
986,Papadopoulos,Antoine,1953-10-22,50 Boulevard Aristide Briand,13100.0,Aix-en-Provence,M
987,Gonzalez,Sofia,1988-10-01,664 Chemin de l'Aiguille,13820.0,Ensuès-la-Redonne,F
988,Colonna,Gabriel,1980-04-28,29 Avenue Jean-Jacques Garcin,13260.0,Cassis,M
989,Cohen,Salma,1949-07-22,25 Cours d'Estienne d'Orves,13001.0,Marseille,F
990,Colonna,Sergio,1950-05-01,130 Avenue Jean Jaurès,13700.0,Marignane,M
991,Gonzalez,Ibrahima,1988-07-29,54 Allée Raoul Dufy,13120.0,Gardanne,M
992,Girard,Ibrahima,1995-11-06,41 Cours Gambetta,13001.0,Marseille,M
993,Elbaz,Ahmed,1944-11-16,59 Rue d'Endoume,13007.0,Marseille,M
994,Haddad,Tom,1984-06-06,6 Vieille Route de la Gavotte,13170.0,Les Pennes-Mirabeau,M
995,Giraud,Léa,1985-08-09,7 Cours Gambetta,13001.0,Marseille,F
996,Aït Ali,Hugo,1970-08-03,107 Chemin du Capitaine Guyonnet,13190.0,Allauch,M
997,Bernard,Youssef,1984-12-14,52 Rue d'Aix,13001.0,Marseille,M
998,Saïdi,Rayan,1998-03-15,13 Rue Chabrier,13100.0,Aix-en-Provence,M
999,Leroux,Raphaël,1971-08-29,4 Cours Gambetta,13001.0,Marseille,M
1000,Silva,Aïssatou,1949-05-30,89 Boulevard Charles Livon,13007.0,Marseille,F
1001,Alvarez,Mamadou,1982-07-04,516 Chemin de la Madrague Ville,13015.0,Marseille,M
1002,Bouzid,Ethan,1970-10-27,63 Avenue de la Plaine Brunette,13600.0,La Ciotat,M
1003,Diallo,Noah,1973-05-08,334 Avenue de Mazargues,13008.0,Marseille,M
1004,Giraud,Nour,1990-08-02,43 Quai des Belges,13001.0,Marseille,F
1005,Haddad,Théo,1981-12-15,26 Rue Saint-Michel,13006.0,Marseille,M
1006,Arnaud,Enzo,1990-03-01,4 Boulevard Élysée Reclus,13004.0,Marseille,M
1007,Alvarez,Léa,1961-06-06,33 Rue Saint-Ferréol,13001.0,Marseille,F
1008,Silva,Nabil,1989-04-07,2 Traverse de la Batterie de Malmousque,13007.0,Marseille,M
1009,Martin,Raphaël,1945-12-12,7 Rue Bouèno Carrièro,13100.0,Aix-en-Provence,M
1010,Gonzalez,Ahmed,1945-08-25,55 Les cadestraux D113,13127.0,Vitrolles,M
1011,Morel,Armen,1984-09-14,12 Avenue Frédéric Chevillon,13380.0,Plan-de-Cuques,M
1012,Girard,Camille,1965-07-06,650 Chemin de l'Aumône Vieille,13400.0,Aubagne,F
1013,Fernandez,Rayan,1979-04-01,151 Rue d'Endoume,13007.0,Marseille,M
1014,Gonzalez,Ana,1999-08-20,81 Avenue Henri Matisse,13120.0,Gardanne,F
1015,Benali,Moussa,1954-07-14,2 Boulevard du Bocage,13821.0,La Penne-sur-Huveaune,M
1016,Silva,Lucas,1998-09-05,8 bis Rue des Bagniers,13090.0,Aix-en-Provence,M
1017,Garcia,Fatima,1981-07-21,356-360 Résidence Castors Isabella,13240.0,Septèmes-les-Vallons,F
1018,Youssouf,Hugo,1971-09-21,10 Rue Chaulan,13400.0,Aubagne,M
1019,Martin,David,1959-05-02,24 Cours Gambetta,13001.0,Marseille,M
1020,Mchangama,Amina,1958-02-13,73 Cours Gambetta,13001.0,Marseille,F
1021,Youssouf,Raphaël,1979-04-24,2 Rue Goudard,13005.0,Marseille,M
1022,Elbaz,Mariam,1955-10-23,124 Traverse de Notre-Dame-de-Consolation,13013.0,Marseille,F
1023,Martin,Léa,2000-12-29,45 Montaigne,13012.0,Marseille,F
1024,Santos,Salma,1945-06-17,4 Place Bellegarde,13001.0,Aix-en-Provence,F
1025,Leroux,Léa,1958-09-20,52 Boulevard Aristide Briand,13100.0,Aix-en-Provence,F
1026,Martin,Léa,2000-10-28,19 Rue des Trois Rois,13006.0,Marseille,F
1027,Diop,Rayan,1948-07-10,71 Avenue de Hambourg,13008.0,Marseille,M
1028,Dias,Youssef,1985-08-06,8 bis Rue des Bagniers,13090.0,Aix-en-Provence,M
1029,Dias,Noam,1986-05-30,2 Boulevard de Tholon,13500.0,Martigues,M
1030,Bernard,Léa,1988-07-11,6 Rue du Bearn,13180.0,Gignac-la-Nerthe,F
1031,Fabre,Sarah,1995-03-17,1 Cours Gambetta,13001.0,Marseille,F
1032,Dubois,Imane,1946-12-06,26 Quai Général Charles Leclerc,13500.0,Martigues,F
1033,Elbaz,Karim,1965-12-25,30 Plage de l'Estaque,13016.0,Marseille,M
1034,Papadopoulos,Imane,1948-01-30,5 Impasse du Trémount,13800.0,Istres,F
1035,Ferreira,Clara,1948-02-01,15 Rue Marius Reynaud,13100.0,Aix-en-Provence,F
1036,Alvarez,Awa,1979-07-24,20 Cours Julien,13006.0,Marseille,F
1037,Ndiaye,Raphaël,1967-05-11,26 Plage de l'Estaque,13016.0,Marseille,M
1038,Silva,Walid,1969-03-11,14 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
